Month,Incident Number,Date of Incident,Day of Week,Number of Victims under 18,Number of Victims over 18,Number of Offenders under 18,Number of Offenders over 18,Race/Ethnicity of Offenders,Offense(s),Offense Location,Bias,Zip Code,APD Sector,Council District
Mar,2017-981601,03-08-2017 00:00,Tue,0,1,1,3,White/Not Hispanic,Robbery,Other,Anti-Asian,78757,Henry,10
Nov,2017-380538,03/31/2017 12:00:00 AM,Thu,2,1,2,3,Asian,Aggravated Assault,Park/Playground,Anti-Other,78702,Charlie,3
Jun,2017-920088,05/16/2017 12:00:00 AM,Mon,1,1,1,1,Black or African American/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-White,78704,Charlie,1
Dec,2017-397307,12/20/2017 12:00:00 AM,Tue,1,1,0,3,White/Not Hispanic,Destruction,Park/Playground,Anti-Other,78757,Ida,5
Oct,2017-360524,09/15/2017 12:00:00 AM,Thu,0,2,0,1,Asian,Theft,Park/Playground,Anti-Other,78705,Henry,7
Dec,2017-763994,06/28/2017 12:00:00 AM,Tue,2,0,0,2,Asian,Burglary,Other,Anti-Jewish,78704,David,5
Feb,2017-762289,08-07-2017 00:00,Sun,0,0,2,3,Asian,Robbery,Other,Anti-Jewish,78705,Ida,6
Jan,2017-723235,08-01-2017 00:00,Mon,0,3,0,0,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,David,7
Jun,2017-555510,06-03-2017 00:00,Fri,0,3,0,3,White/Not Hispanic,Aggravated Assault,Home/Residence,Anti-Black or African American,78705,Charlie,7
Feb,2017-801587,02/19/2017 12:00:00 AM,Sat,0,1,0,2,Unknown,Theft,School/College,Anti-Other,78757,Ida,8
Jan,2017-673550,04/19/2017 12:00:00 AM,Tue,0,3,1,0,Black or African American/Not Hispanic,Aggravated Assault,Other,Anti-Black or African American,78704,Charlie,7
Jul,2017-215619,03/14/2017 12:00:00 AM,Mon,0,0,1,1,Other,Robbery,Home/Residence,Anti-Hispanic,78705,David,5
Sep,2017-866240,07-05-2017 00:00,Tue,0,1,2,3,Unknown,Destruction,Park/Playground,Anti-White,78704,Ida,7
Jul,2017-453628,01-11-2017 00:00,Tue,1,0,1,2,Asian,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78702,Charlie,6
Apr,2017-369819,11-02-2017 00:00,Wed,1,1,0,3,Asian,Destruction,Home/Residence,Anti-Asian,78705,Charlie,9
Jul,2017-503002,07/26/2017 12:00:00 AM,Tue,1,2,0,2,Black or African American/Not Hispanic,Vandalism,Store/Shop,Anti-Hispanic,78702,Edward,3
Feb,2017-939387,08/23/2017 12:00:00 AM,Tue,2,3,1,2,Black or African American/Not Hispanic,Aggravated Assault,Home/Residence,Anti-White,78705,Henry,1
Sep,2017-353380,03/19/2017 12:00:00 AM,Sat,0,0,0,0,Other,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78701,Edward,6
Feb,2017-829209,04-05-2017 00:00,Tue,1,3,0,2,Unknown,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-White,78757,Henry,9
Nov,2017-482129,03/23/2017 12:00:00 AM,Wed,0,3,2,0,Black or African American/Not Hispanic,Aggravated Assault,Other,Anti-Black or African American,78705,Henry,1
Dec,2017-708194,05/29/2017 12:00:00 AM,Sun,0,1,2,1,Other,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78704,Charlie,3
Dec,2017-856546,08-11-2017 00:00,Thu,1,2,1,3,Unknown,Robbery,Other,Anti-Hispanic,78705,David,6
Sep,2017-690779,09/13/2017 12:00:00 AM,Tue,1,3,0,3,Other,Vandalism,Other,Anti-Asian,78702,Edward,3
Oct,2017-740602,09/17/2017 12:00:00 AM,Sat,2,3,0,3,Other,Vandalism,Store/Shop,Anti-Hispanic,78757,Henry,4
Nov,2017-242893,03/30/2017 12:00:00 AM,Wed,2,2,0,1,Asian,Burglary,Store/Shop,Anti-White,78701,Henry,9
Jul,2017-104214,09/14/2017 12:00:00 AM,Wed,1,2,1,3,Unknown,Destruction,Home/Residence,Anti-Jewish,78705,Edward,3
Feb,2017-386207,07/21/2017 12:00:00 AM,Thu,2,3,0,1,Other,Burglary,Home/Residence,Anti-White,78701,Charlie,3
Nov,2017-284049,11/24/2017 12:00:00 AM,Thu,1,2,2,2,Black or African American/Not Hispanic,Burglary,Park/Playground,Anti-Hispanic,78701,Edward,8
Oct,2017-469936,01-10-2017 00:00,Mon,2,0,2,1,Black or African American/Not Hispanic,Robbery,Home/Residence,Anti-Other,78704,Charlie,7
Jul,2017-323590,10-07-2017 00:00,Fri,2,0,1,3,Other,Robbery,Other,Anti-Black or African American,78702,Ida,1
May,2017-768939,04-07-2017 00:00,Thu,0,2,2,1,Other,Vandalism,Park/Playground,Anti-Other,78704,Ida,5
Aug,2017-286371,02/21/2017 12:00:00 AM,Mon,1,2,0,3,Unknown,Destruction,School/College,Anti-Black or African American,78757,Ida,5
Aug,2017-387258,08-09-2017 00:00,Tue,1,1,1,1,Asian,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78757,Ida,7
Jan,2017-594354,06-04-2017 00:00,Sat,2,0,2,3,Asian,Aggravated Assault,School/College,Anti-Black or African American,78757,Charlie,8
Apr,2017-141149,11/27/2017 12:00:00 AM,Sun,1,3,0,1,White/Not Hispanic,Aggravated Assault,Other,Anti-Asian,78757,Charlie,7
Nov,2017-548403,01/23/2017 12:00:00 AM,Sun,1,2,1,3,Other,Aggravated Assault,Home/Residence,Anti-Jewish,78757,Henry,7
Jan,2017-266750,10/30/2017 12:00:00 AM,Sun,0,3,2,3,Unknown,Destruction,Park/Playground,Anti-Hispanic,78757,Ida,6
Sep,2017-369214,05-12-2017 00:00,Thu,2,3,0,1,Hispanic,Destruction,School/College,Anti-Black or African American,78702,Henry,10
Nov,2017-481320,05-11-2017 00:00,Wed,2,2,0,1,Asian,Burglary,School/College,Anti-White,78701,David,10
Jun,2017-242621,07/19/2017 12:00:00 AM,Tue,2,0,2,3,White/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78702,Charlie,5
May,2017-798615,12/14/2017 12:00:00 AM,Wed,2,3,2,1,Black or African American/Not Hispanic,Theft,Home/Residence,Anti-Hispanic,78705,Charlie,6
Aug,2017-394457,07-06-2017 00:00,Wed,1,2,1,0,Hispanic,Burglary,Store/Shop,Anti-Hispanic,78704,Edward,5
Sep,2017-483951,08/14/2017 12:00:00 AM,Sun,0,2,1,0,White/Not Hispanic,Vandalism,Park/Playground,Anti-White,78704,Charlie,9
Oct,2017-887201,06/16/2017 12:00:00 AM,Thu,2,3,1,1,Other,Robbery,Home/Residence,Anti-Hispanic,78701,Edward,1
May,2017-801465,02/18/2017 12:00:00 AM,Fri,1,1,1,2,White/Not Hispanic,Theft,Park/Playground,Anti-White,78704,Ida,1
May,2017-496687,04/19/2017 12:00:00 AM,Tue,2,3,1,3,White/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Charlie,5
Feb,2017-661279,09-02-2017 00:00,Fri,2,1,0,3,Hispanic,Robbery,Home/Residence,Anti-Asian,78705,Edward,5
Feb,2017-945540,01/19/2017 12:00:00 AM,Wed,0,1,0,1,Other,Aggravated Assault,Store/Shop,Anti-Asian,78702,Ida,8
Jan,2017-969821,06/23/2017 12:00:00 AM,Thu,2,0,2,1,White/Not Hispanic,Aggravated Assault,Home/Residence,Anti-Asian,78702,Henry,9
Sep,2017-678287,01/23/2017 12:00:00 AM,Sun,2,2,2,1,Black or African American/Not Hispanic,Aggravated Assault,Store/Shop,Anti-White,78704,David,4
Dec,2017-550063,04/17/2017 12:00:00 AM,Sun,1,1,0,2,Unknown,Robbery,School/College,Anti-Asian,78702,Charlie,3
Jul,2017-312099,06/28/2017 12:00:00 AM,Tue,2,1,1,3,White/Not Hispanic,Vandalism,Home/Residence,Anti-Black or African American,78701,Edward,7
Dec,2017-649876,07/20/2017 12:00:00 AM,Wed,2,3,1,0,White/Not Hispanic,Vandalism,Other,Anti-White,78702,Edward,4
Apr,2017-691294,01/30/2017 12:00:00 AM,Sun,1,3,0,1,Other,Vandalism,Store/Shop,Anti-Jewish,78705,Henry,8
Sep,2017-138751,10/24/2017 12:00:00 AM,Mon,2,2,2,0,Asian,Destruction,Park/Playground,Anti-Other,78701,Ida,10
Aug,2017-603327,04/19/2017 12:00:00 AM,Tue,2,1,0,3,Black or African American/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-White,78704,Henry,7
Feb,2017-646719,11-08-2017 00:00,Tue,1,0,0,0,Asian,Burglary,Store/Shop,Anti-Black or African American,78701,Edward,1
Apr,2017-866440,01/22/2017 12:00:00 AM,Sat,2,0,0,1,Black or African American/Not Hispanic,Robbery,Other,Anti-White,78757,David,3
Apr,2017-861125,05/30/2017 12:00:00 AM,Mon,1,1,1,3,Asian,Destruction,Other,Anti-Black or African American,78705,Edward,9
Aug,2017-748521,10-09-2017 00:00,Sun,0,3,2,0,White/Not Hispanic,Burglary,Other,Anti-Hispanic,78705,Ida,10
Jul,2017-489921,11/23/2017 12:00:00 AM,Wed,2,3,1,0,White/Not Hispanic,Theft,Other,Anti-Other,78757,Edward,10
Sep,2017-735939,06-09-2017 00:00,Thu,0,0,2,3,White/Not Hispanic,Burglary,School/College,Anti-White,78705,Charlie,3
Oct,2017-270309,09/16/2017 12:00:00 AM,Fri,1,0,1,3,White/Not Hispanic,Aggravated Assault,Other,Anti-Asian,78701,Henry,6
May,2017-275427,01-03-2017 00:00,Mon,0,1,0,2,White/Not Hispanic,Aggravated Assault,Home/Residence,Anti-Hispanic,78702,Ida,9
Dec,2017-586852,12/23/2017 12:00:00 AM,Fri,2,0,2,2,White/Not Hispanic,Aggravated Assault,Park/Playground,Anti-Other,78702,Henry,3
Jun,2017-436040,10/31/2017 12:00:00 AM,Mon,1,3,2,0,Other,Robbery,School/College,Anti-Jewish,78702,David,10
Oct,2017-679736,05/28/2017 12:00:00 AM,Sat,1,3,1,0,White/Not Hispanic,Theft,Home/Residence,Anti-White,78702,David,8
Jul,2017-626427,06/24/2017 12:00:00 AM,Fri,0,3,1,2,Hispanic,Destruction,Other,Anti-Hispanic,78757,David,1
Nov,2017-767604,02/18/2017 12:00:00 AM,Fri,0,2,1,2,Unknown,Vandalism,Other,Anti-White,78701,David,2
Jul,2017-252973,08-03-2017 00:00,Wed,0,2,0,0,White/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78702,David,1
Apr,2017-564589,04/22/2017 12:00:00 AM,Fri,1,3,0,1,Black or African American/Not Hispanic,Destruction,Other,Anti-Asian,78757,Henry,8
Apr,2017-940594,10/14/2017 12:00:00 AM,Fri,2,2,1,3,Unknown,Vandalism,Store/Shop,Anti-Jewish,78704,Henry,9
Mar,2017-471009,12/22/2017 12:00:00 AM,Thu,0,1,1,0,Asian,Robbery,Store/Shop,Anti-Hispanic,78705,David,8
Nov,2017-969333,12/29/2017 12:00:00 AM,Thu,2,1,1,0,Asian,Vandalism,Other,Anti-White,78757,Ida,4
Jun,2017-185103,12/15/2017 12:00:00 AM,Thu,0,2,0,0,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Hispanic,78705,Henry,1
Feb,2017-955080,10-01-2017 00:00,Sat,1,1,2,1,White/Not Hispanic,Vandalism,Park/Playground,Anti-Jewish,78704,David,9
Mar,2017-596065,08/16/2017 12:00:00 AM,Tue,1,1,2,0,Unknown,Destruction,Park/Playground,Anti-Black or African American,78705,Henry,7
Dec,2017-198834,08-02-2017 00:00,Tue,0,2,0,0,White/Not Hispanic,Robbery,School/College,Anti-Other,78702,Henry,7
Sep,2017-867814,01/15/2017 12:00:00 AM,Sat,2,1,2,2,Black or African American/Not Hispanic,Vandalism,School/College,Anti-Hispanic,78701,Charlie,3
Jan,2017-913997,09/19/2017 12:00:00 AM,Mon,1,2,0,3,Other,Vandalism,Store/Shop,Anti-White,78705,Charlie,1
Aug,2017-665006,02-03-2017 00:00,Thu,1,3,2,2,Unknown,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78704,Charlie,1
Sep,2017-506520,01/19/2017 12:00:00 AM,Wed,2,1,0,1,White/Not Hispanic,Robbery,Store/Shop,Anti-Hispanic,78757,Charlie,8
Sep,2017-335515,06/24/2017 12:00:00 AM,Fri,1,1,1,3,Other,Robbery,Park/Playground,Anti-Black or African American,78704,Edward,3
Oct,2017-747548,01/13/2017 12:00:00 AM,Thu,0,0,1,2,White/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78757,Henry,4
Jul,2017-356498,02/14/2017 12:00:00 AM,Mon,0,1,0,2,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78701,Edward,10
Nov,2017-981963,11-02-2017 00:00,Wed,0,2,0,1,Black or African American/Not Hispanic,Robbery,Store/Shop,Anti-Other,78702,David,1
Aug,2017-603094,08-02-2017 00:00,Tue,1,1,1,0,Unknown,Robbery,Other,Anti-Other,78702,Henry,7
Nov,2017-159371,08/14/2017 12:00:00 AM,Sun,1,3,0,1,Asian,Robbery,School/College,Anti-Jewish,78702,Henry,7
Mar,2017-658876,02/15/2017 12:00:00 AM,Tue,0,3,2,3,Black or African American/Not Hispanic,Vandalism,Other,Anti-Asian,78704,Henry,2
Jan,2017-546199,09-05-2017 00:00,Mon,1,3,2,0,Other,Vandalism,Park/Playground,Anti-White,78705,Edward,4
Aug,2017-986599,03/30/2017 12:00:00 AM,Wed,1,1,0,3,Other,Robbery,Store/Shop,Anti-White,78705,Ida,10
Mar,2017-344781,08-04-2017 00:00,Thu,2,2,0,0,Other,Vandalism,School/College,Anti-Hispanic,78701,Henry,4
Jun,2017-975945,12-07-2017 00:00,Wed,2,2,1,3,Hispanic,Vandalism,Other,Anti-Asian,78701,David,6
May,2017-331308,01/17/2017 12:00:00 AM,Mon,0,1,0,2,White/Not Hispanic,Destruction,School/College,Anti-Hispanic,78702,David,10
Oct,2017-653742,08-01-2017 00:00,Mon,1,2,0,0,White/Not Hispanic,Aggravated Assault,School/College,Anti-Other,78704,Henry,10
Jun,2017-433125,07-12-2017 00:00,Tue,0,3,1,0,Unknown,Robbery,Home/Residence,Anti-Asian,78705,Edward,9
Dec,2017-500081,12/30/2017 12:00:00 AM,Fri,1,1,0,3,Hispanic,Burglary,Park/Playground,Anti-Jewish,78701,David,3
Mar,2017-975773,08-06-2017 00:00,Sat,1,1,0,1,Unknown,Robbery,Other,Anti-Black or African American,78705,Charlie,6
Dec,2017-791630,12/21/2017 12:00:00 AM,Wed,1,0,2,0,Hispanic,Theft,Store/Shop,Anti-Hispanic,78701,David,1
Apr,2017-532817,05/30/2017 12:00:00 AM,Mon,0,2,2,2,Hispanic,Aggravated Assault,Store/Shop,Anti-Jewish,78757,Henry,9
Jul,2017-155455,12/14/2017 12:00:00 AM,Wed,2,3,1,3,Other,Burglary,Home/Residence,Anti-Other,78704,Henry,1
Mar,2017-165568,01/23/2017 12:00:00 AM,Sun,1,1,0,1,Black or African American/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Edward,2
Oct,2017-178302,10/13/2017 12:00:00 AM,Thu,0,0,0,0,Hispanic,Burglary,Other,Anti-Jewish,78704,Edward,10
Feb,2017-165288,01/13/2017 12:00:00 AM,Thu,2,0,0,2,Other,Vandalism,Other,Anti-Black or African American,78702,David,3
May,2017-574416,12/13/2017 12:00:00 AM,Tue,2,0,1,0,White/Not Hispanic,Destruction,School/College,Anti-Jewish,78704,Ida,7
Aug,2017-938920,02-02-2017 00:00,Wed,2,3,2,1,Unknown,Robbery,Park/Playground,Anti-Hispanic,78757,David,7
Nov,2017-869559,12/18/2017 12:00:00 AM,Sun,2,1,1,1,White/Not Hispanic,Destruction,Park/Playground,Anti-Asian,78702,Ida,6
Jun,2017-833008,10-10-2017 00:00,Mon,0,0,1,0,Asian,Robbery,Home/Residence,Anti-Black or African American,78705,Charlie,7
Aug,2017-929356,09/27/2017 12:00:00 AM,Tue,2,3,2,0,Hispanic,Burglary,Store/Shop,Anti-White,78702,Henry,10
May,2017-634517,06/28/2017 12:00:00 AM,Tue,2,2,0,1,Other,Robbery,Store/Shop,Anti-Black or African American,78705,David,9
Dec,2017-369904,07/15/2017 12:00:00 AM,Fri,0,3,1,3,Hispanic,Vandalism,School/College,Anti-Jewish,78702,Henry,3
May,2017-804584,12/13/2017 12:00:00 AM,Tue,2,1,1,2,Other,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78757,Ida,7
Dec,2017-141381,09-06-2017 00:00,Tue,0,2,1,0,Other,Burglary,Other,Anti-Hispanic,78701,Ida,6
Oct,2017-980064,04/15/2017 12:00:00 AM,Fri,0,1,0,2,White/Not Hispanic,Burglary,Park/Playground,Anti-Other,78705,David,3
May,2017-910134,04/15/2017 12:00:00 AM,Fri,0,0,0,3,Other,Vandalism,Store/Shop,Anti-White,78704,Charlie,9
Oct,2017-121118,10-05-2017 00:00,Wed,1,0,2,0,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Ida,3
Jan,2017-879230,07/29/2017 12:00:00 AM,Fri,0,1,2,0,Asian,Burglary,School/College,Anti-Jewish,78705,Henry,8
Aug,2017-842810,01/28/2017 12:00:00 AM,Fri,1,1,2,1,Unknown,Destruction,Store/Shop,Anti-Asian,78757,Ida,2
Oct,2017-629247,09/28/2017 12:00:00 AM,Wed,1,3,2,0,Black or African American/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Jewish,78702,Edward,8
Dec,2017-385129,06-12-2017 00:00,Sun,2,2,0,0,Black or African American/Not Hispanic,Robbery,School/College,Anti-White,78701,Ida,9
Aug,2017-515128,10/18/2017 12:00:00 AM,Tue,2,3,1,0,Other,Aggravated Assault,Other,Anti-Jewish,78705,Henry,6
Mar,2017-881932,12-09-2017 00:00,Fri,2,0,2,0,White/Not Hispanic,Robbery,School/College,Anti-Asian,78757,David,8
Jan,2017-374143,02/13/2017 12:00:00 AM,Sun,2,0,1,3,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-White,78705,Ida,7
Apr,2017-749118,04/25/2017 12:00:00 AM,Mon,0,0,2,2,White/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Edward,9
Feb,2017-291297,11/30/2017 12:00:00 AM,Wed,0,2,0,3,Unknown,Burglary,Store/Shop,Anti-Black or African American,78704,Ida,3
May,2017-443927,12/30/2017 12:00:00 AM,Fri,0,2,2,1,Other,Robbery,Park/Playground,Anti-Hispanic,78705,Ida,10
Sep,2017-569907,07/22/2017 12:00:00 AM,Fri,0,1,2,0,White/Not Hispanic,Destruction,School/College,Anti-Black or African American,78705,Charlie,3
May,2017-391114,09-07-2017 00:00,Wed,2,0,0,3,Asian,Burglary,Store/Shop,Anti-Asian,78701,Edward,10
Sep,2017-488574,12-12-2017 00:00,Mon,2,1,0,2,Unknown,Vandalism,Home/Residence,Anti-Hispanic,78705,Charlie,1
Jul,2017-362995,01/21/2017 12:00:00 AM,Fri,0,0,0,2,White/Not Hispanic,Burglary,Other,Anti-White,78701,David,8
Aug,2017-158421,06/25/2017 12:00:00 AM,Sat,1,3,0,2,Black or African American/Not Hispanic,Destruction,Other,Anti-Hispanic,78702,Charlie,7
Dec,2017-887288,03-05-2017 00:00,Sat,2,0,1,2,Other,Aggravated Assault,Park/Playground,Anti-Asian,78701,David,7
May,2017-977456,01/19/2017 12:00:00 AM,Wed,2,3,0,1,Black or African American/Not Hispanic,Robbery,Home/Residence,Anti-Other,78704,Charlie,5
Jul,2017-859948,05-03-2017 00:00,Tue,1,3,1,3,Unknown,Aggravated Assault,Other,Anti-Asian,78757,Edward,2
Mar,2017-464402,11/29/2017 12:00:00 AM,Tue,1,3,0,1,Other,Aggravated Assault,Store/Shop,Anti-Asian,78757,David,4
Feb,2017-218124,01/18/2017 12:00:00 AM,Tue,2,0,1,2,Other,Vandalism,Other,Anti-Hispanic,78705,Charlie,4
Sep,2017-129978,11/21/2017 12:00:00 AM,Mon,2,2,1,3,Other,Robbery,Other,Anti-Asian,78704,Charlie,10
Jun,2017-119692,06-04-2017 00:00,Sat,0,3,0,1,Unknown,Aggravated Assault,Home/Residence,Anti-White,78705,David,6
Mar,2017-879482,06/22/2017 12:00:00 AM,Wed,0,0,1,1,Hispanic,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,David,3
Nov,2017-519850,12-11-2017 00:00,Sun,2,3,0,0,Hispanic,Theft,Other,Anti-Other,78702,Edward,1
Nov,2017-862055,05/13/2017 12:00:00 AM,Fri,0,1,0,0,Other,Vandalism,Home/Residence,Anti-White,78704,Edward,8
Dec,2017-875281,01-06-2017 00:00,Thu,2,3,2,2,Hispanic,Burglary,Store/Shop,Anti-White,78701,Henry,1
Dec,2017-678255,06/17/2017 12:00:00 AM,Fri,0,3,2,0,Unknown,Burglary,Store/Shop,Anti-Black or African American,78701,Charlie,8
Oct,2017-177282,06/17/2017 12:00:00 AM,Fri,1,3,2,1,Asian,Robbery,Home/Residence,Anti-Other,78757,Henry,9
Jan,2017-945362,05/15/2017 12:00:00 AM,Sun,2,0,0,1,Asian,Aggravated Assault,Park/Playground,Anti-White,78701,Edward,1
Dec,2017-227512,02-08-2017 00:00,Tue,2,0,1,0,Unknown,Burglary,Home/Residence,Anti-Other,78704,Ida,5
Jan,2017-696529,12-08-2017 00:00,Thu,2,3,0,2,Other,Vandalism,Store/Shop,Anti-Asian,78701,Edward,5
Jun,2017-807791,09/20/2017 12:00:00 AM,Tue,2,1,2,3,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,Ida,1
Aug,2017-450812,09/27/2017 12:00:00 AM,Tue,1,0,2,3,Asian,Aggravated Assault,Park/Playground,Anti-Asian,78757,Edward,7
Jul,2017-276676,01-05-2017 00:00,Wed,2,3,2,2,Unknown,Theft,Store/Shop,Anti-Black or African American,78702,Ida,3
Mar,2017-696457,02/19/2017 12:00:00 AM,Sat,2,2,2,0,Other,Burglary,Park/Playground,Anti-Asian,78701,Charlie,7
Jan,2017-894143,03/27/2017 12:00:00 AM,Sun,2,0,1,1,Other,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78705,David,8
Apr,2017-319378,03/13/2017 12:00:00 AM,Sun,2,1,1,1,Black or African American/Not Hispanic,Vandalism,School/College,Anti-Asian,78705,Henry,9
Aug,2017-990547,07-02-2017 00:00,Sat,1,0,0,2,Unknown,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Ida,7
Feb,2017-144280,09/19/2017 12:00:00 AM,Mon,0,1,2,1,White/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78704,Edward,1
Aug,2017-956436,05-12-2017 00:00,Thu,1,0,0,3,Unknown,Theft,Store/Shop,Anti-Other,78757,Ida,3
May,2017-110384,01/13/2017 12:00:00 AM,Thu,0,3,1,0,Other,Burglary,School/College,Anti-Asian,78701,David,3
Feb,2017-124136,01-02-2017 00:00,Sun,0,3,2,0,Unknown,Aggravated Assault,Other,Anti-Black or African American,78705,David,3
Aug,2017-165578,09-02-2017 00:00,Fri,0,1,0,0,Unknown,Aggravated Assault,Park/Playground,Anti-Hispanic,78757,Ida,3
Dec,2017-267102,03/20/2017 12:00:00 AM,Sun,0,2,0,1,Other,Destruction,Store/Shop,Anti-Asian,78701,Henry,7
Jan,2017-681995,02/14/2017 12:00:00 AM,Mon,1,2,2,2,Black or African American/Not Hispanic,Vandalism,Home/Residence,Anti-Black or African American,78705,David,10
Jan,2017-910018,07/17/2017 12:00:00 AM,Sun,2,2,2,3,Unknown,Destruction,School/College,Anti-Black or African American,78701,Edward,3
May,2017-390554,10/29/2017 12:00:00 AM,Sat,1,0,0,3,Unknown,Vandalism,Store/Shop,Anti-Black or African American,78757,Ida,7
Dec,2017-904598,01/16/2017 12:00:00 AM,Sun,0,1,1,2,Other,Theft,Home/Residence,Anti-White,78757,Henry,4
Feb,2017-525997,10-06-2017 00:00,Thu,1,0,0,1,Hispanic,Vandalism,Park/Playground,Anti-White,78704,Edward,1
Jan,2017-644326,12/23/2017 12:00:00 AM,Fri,1,3,2,3,Asian,Theft,Store/Shop,Anti-Hispanic,78757,Henry,10
Sep,2017-334263,02-11-2017 00:00,Fri,2,2,0,2,Unknown,Aggravated Assault,Other,Anti-White,78757,Edward,10
Dec,2017-909080,02/14/2017 12:00:00 AM,Mon,0,2,0,3,Hispanic,Aggravated Assault,Store/Shop,Anti-Asian,78757,Edward,4
May,2017-835429,06/20/2017 12:00:00 AM,Mon,1,3,0,0,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78704,Henry,8
Dec,2017-620156,11-04-2017 00:00,Fri,0,0,2,1,Black or African American/Not Hispanic,Theft,Park/Playground,Anti-Hispanic,78702,Henry,7
Feb,2017-603690,11/20/2017 12:00:00 AM,Sun,0,1,2,3,Black or African American/Not Hispanic,Destruction,Store/Shop,Anti-Black or African American,78704,David,6
May,2017-732598,03/18/2017 12:00:00 AM,Fri,0,1,0,3,Asian,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Henry,1
Jul,2017-250521,06/26/2017 12:00:00 AM,Sun,0,2,1,3,Unknown,Theft,Home/Residence,Anti-Other,78701,Charlie,10
Nov,2017-759678,09/19/2017 12:00:00 AM,Mon,1,2,1,3,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Hispanic,78704,David,6
Jul,2017-341445,06-07-2017 00:00,Tue,1,3,1,0,Black or African American/Not Hispanic,Destruction,Other,Anti-Hispanic,78702,David,5
Jul,2017-945810,07/14/2017 12:00:00 AM,Thu,1,2,1,1,Hispanic,Aggravated Assault,Store/Shop,Anti-White,78705,Ida,3
Aug,2017-495978,07/27/2017 12:00:00 AM,Wed,2,2,2,3,White/Not Hispanic,Aggravated Assault,Other,Anti-Black or African American,78705,Ida,3
Jun,2017-585005,04-12-2017 00:00,Tue,2,0,1,0,Black or African American/Not Hispanic,Destruction,School/College,Anti-Other,78702,Ida,1
Jun,2017-422144,08/27/2017 12:00:00 AM,Sat,0,0,0,1,Unknown,Vandalism,Store/Shop,Anti-Asian,78757,Edward,9
Jan,2017-332304,01/24/2017 12:00:00 AM,Mon,1,1,0,3,Black or African American/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78705,David,7
May,2017-737471,11/27/2017 12:00:00 AM,Sun,2,2,1,1,White/Not Hispanic,Burglary,Other,Anti-Jewish,78705,David,8
Jun,2017-918612,10/16/2017 12:00:00 AM,Sun,0,0,2,3,Unknown,Aggravated Assault,Store/Shop,Anti-Other,78701,Ida,5
Mar,2017-214258,11/18/2017 12:00:00 AM,Fri,2,3,1,3,Unknown,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78702,Henry,9
Mar,2017-666279,09-07-2017 00:00,Wed,0,3,1,3,Unknown,Burglary,Home/Residence,Anti-Jewish,78701,Charlie,3
Feb,2017-619442,08/17/2017 12:00:00 AM,Wed,0,1,0,1,Asian,Aggravated Assault,School/College,Anti-Asian,78701,Henry,7
Nov,2017-499401,05-10-2017 00:00,Tue,0,0,0,0,Other,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78705,Henry,1
Nov,2017-635662,04/28/2017 12:00:00 AM,Thu,1,0,0,3,Other,Robbery,Other,Anti-Black or African American,78701,Ida,3
